Hexanchus griseus
Abarema acreana
Leucochloron incuriale
Leucochloron minarum
Leucochloron foederale
Chionanthus micranthus
Chionanthus subsessilis
Chionanthus filiformis
Chionanthus tenuis
Chionanthus fluminensis
Myrcia almasensis
Hymenopus conferruminatus
Abarema obovata
Jupunba filamentosa
Jupunba turbinata
Jupunba villifera
Chloroleucon extortum
Chloroleucon tortum
Sciodaphyllum sprucei
Campellolebias brucei
Bicuiba oleifera
Nectandra embirensis
Nectandra japurensis
Canthocamptus campaneri
Chrysophyllum viride
Myrcia neocambessedeana
Myrcia magnifolia
Myrceugenia campestris
Myrceugenia miersiana
Myrceugenia myrcioides
Siphoneugenia widgreniana
Tachigali denudata
Tachigali pilgeriana
Tachigali beaurepairei
Bauhinia integerrima
Tachigali densiflora
Sclerolobium striatum
Arapatiella psilophylla
Casearia lasiophylla
Xylosma glaberrima
Mollinedia argyrogyna
Mollinedia engleriana
Mollinedia marquetiana
Athenaea fasciculata
Sessea brasiliensis
Solanum bullatum
Solanum cinnamomeum
Solanum granulosum-leprosum
Solanum leucodendron
Terminalia igaratensis
Terminalia pabstii
Terminalia acuminata
Terminalia januariensis
Terminalia kuhlmannii
Terminalia reitzii
Couepia joaquinae
Lafoensia replicata
Calycorectes australis
Calycorectes duarteanus
Calycorectes sellowianus
Calycorectes schottianus
Campomanesia aromatica
Campomanesia espiritosantensis
Eugenia arianae
Eugenia microcarpa
Eugenia prasina
Myrcia grandiflora
Myrcia lineata
Myrciaria pliniodes
Myrciaria silveirana
Neomitranthes cordifolia
Neomitranthes langsdorffii
Psidium cinereum
Siphoneugena densiflora
Aiphanes ulei
Inga maritima
Attalea tessmannii
Inga santaremnensis
Inga bollandii
Inga cabelo
Inga platyptera
Inga leptantha
Inga suborbicularis
Inga hispida
Inga salicifolia
Inga mendoncaei
Inga microcalyx
Inga xinguensis
Inga exfoliata
Inga sellowiana
Inga bicoloriflora
Inga unica
Inga enterolobioides
Inga arenicola
Inga bullatorugosa
Inga exilis
Inga lentiscifolia
Inga lanceifolia
Inga lenticellata
Inga calantha
Inga suberosa
Inga blanchetiana
Inga caudata
Inga aptera
Inga pleiogyna
Inga grazielae
Inga pedunculata
Podocarpus acuminatus
Inga bullata
Inga praegnans
Ilex attenuata
Ilex cardonae
Ilex neblinensis
Butia eriospatha
Bactris pickelii
Butia purpurascens
Carcharhinus limbatus
Carcharhinus limbatus
Itaya amicorum
Carcharhinus obscurus
Carcharhinus obscurus
Carcharhinus plumbeus
Carcharhinus plumbeus
Carcharias taurus
Carcharias taurus
Carcharodon carcharias
Carcharodon carcharias
Mauritia carana
Syagrus botryophora
Syagrus glaucescens
Prestoea tenuiramosa
Syagrus macrocarpa
Syagrus picrophylla
Syagrus pseudococos
Syagrus ruschiana
Syagrus smithii
Trithrinax brasiliensis
Wettinia drudei
Mezilaurus navalium
Myrcianthes pungens
Astrocaryum aculeatissimum
Attalea oleifera
Astrocaryum minus
Caretta caretta
Bactris constanciae
Carollia brevicauda
Carollia brevicauda
Carollia perspicillata
Carollia perspicillata
Virola parvifolia
Iryanthera campinae
Iryanthera obovata
Attalea insignis
Bactris hatschbachii
Carterodon sulcidens
Carterodon sulcidens
Brycon acuminatus
Leptolebias marmoratus
Notholebias minimus
Leptopanchax opalescens
Drepanolejeunea aculeata
Myriocoleopsis fluviatilis
Carcharhinus brevipinna
Carcharhinus brevipinna
Carcharhinus falciformis
Carcharhinus falciformis
Dermatolepis inermis
Dermatolepis inermis
Carcharhinus leucas
Carcharhinus leucas
Sphyrna lewini
Sphyrna lewini
Sphyrna mokarran
Sphyrna tiburo
Sphyrna tiburo
Sphyrna zygaena
Sphyrna zygaena
Notorynchus cepedianus
Notorynchus cepedianus
Squatina argentina
Squatina guggenheim
Squatina occulta
Odontaspis noronhai
Odontaspis noronhai
Pseudocarcharias kamoharai
Pseudocarcharias kamoharai
Megachasma pelagios
Megachasma pelagios
Alopias vulpinus
Alopias vulpinus
Isurus oxyrinchus
Isurus oxyrinchus
Schroederichthys bivius
Galeorhinus galeus
Mustelus canis
Mustelus canis
Carcharhinus longimanus
Galeocerdo cuvier
Galeocerdo cuvier
Negaprion brevirostris
Negaprion brevirostris
Prionace glauca
Prionace glauca
Potamotrygon henlei
Potamotrygon leopoldi
Potamotrygon leopoldi
Potamotrygon motoro
Potamotrygon motoro
Aetobatus narinari
Erythrolamprus atraventer
Bothrops pirajai
Corallus cropanii
Corallus cropanii
Calamodontophis paucidens
Calamodontophis ronaldoi
Anisolepis undulatus
Liolaemus occipitalis
Mico chrysoleucos
Mico chrysoleucos
Mico intermedius
Mico intermedius
Mico leucippe
Mico leucippe
Mico leucippe
Mico leucippe
Mico nigriceps
Mico nigriceps
Mico nigriceps
Mico marcai
Mico marcai
Alouatta guariba
Alouatta guariba
Lagothrix cana
Lagothrix cana
Lagothrix cana
Callicebus barbarabrownae
Callicebus barbarabrownae
Callicebus barbarabrownae
Callicebus melanochir
Callicebus melanochir
Callicebus melanochir
Callicebus nigrifrons
Callicebus nigrifrons
Callicebus nigrifrons
Leontocebus nigricollis
Leontocebus nigricollis
Saguinus fuscicollis
Saguinus fuscicollis
Saguinus imperator
Saguinus imperator
Sapajus apella
Sapajus apella
Cebus albifrons
Cebus albifrons
Callicebus coimbrai
Callicebus coimbrai
Chiropotes satanas
Chiropotes satanas
Chiropotes satanas
Alouatta belzebul
Alouatta belzebul
Alouatta belzebul
Cebus kaapori
Cebus kaapori
Cebus kaapori
Castalia martensi
Lonchorhina inusitata
Lonchorhina inusitata
Micronycteris brosseti
Micronycteris brosseti
Micronycteris sanborni
Micronycteris sanborni
Didelphis albiventris
Didelphis albiventris
Didelphis aurita
Didelphis aurita
Didelphis aurita
Didelphis marsupialis
Didelphis marsupialis
Lutreolina crassicaudata
Lutreolina crassicaudata
Lutreolina crassicaudata
Marmosa murina
Marmosa murina
Marmosops noctivagus
Marmosops noctivagus
Metachirus nudicaudatus
Metachirus nudicaudatus
Metachirus nudicaudatus
Marmosa demerarae
Marmosa demerarae
Marmosa demerarae
Marmosa regina
Marmosa regina
Monodelphis brevicaudata
Monodelphis brevicaudata
Monodelphis domestica
Monodelphis domestica
Monodelphis domestica
Philander andersoni
Philander andersoni
Philander opossum
Philander opossum
Thylamys velutinus
Thylamys velutinus
Alouatta macconnelli
Leontopithecus chrysomelas
Leontopithecus chrysomelas
Leontopithecus chrysomelas
Saguinus bicolor
Saguinus bicolor
Saguinus bicolor
Cavia fulgida
Cavia fulgida
Cavia magna
Cavia magna
Cavia porcellus
Stegastes sanctipauli
Phreatobius cisternarum
Sapajus xanthosternos
Sapajus xanthosternos
Sapajus xanthosternos
Cebus cuscinus
Cebus cuscinus
Cebus cuscinus
Trachemys adiutrix
Rhipsalis hoelleri
Schlumbergera kautskyi
Schlumbergera opuntioides
Schlumbergera microsphaerica
Brasilicereus markgrafii
Cereus mirabella
Pilosocereus azulensis
Pilosocereus arrabidae
Pilosocereus glaucochrous
Pilosocereus floccosus
Pilosocereus fulvilanatus
Pilosocereus magnificus
Pereskia aureiflora
Tacinga werneri
Tacinga estevesii
Pseudoacanthocereus brasiliensis
Rhipsalis russellii
Rhipsalis oblonga
Rhipsalis crispata
Rhipsalis pacheco-leonis
Rhipsalis cereoides
Rhipsalis sulcata
Rhipsalis pilocarpa
Cipocereus laniflorus
Cipocereus crassisepalus
Cipocereus bradei
Cipocereus pusilliflorus
Pierrebraunia bahiensis
Arrojadoa dinae
Arrojadoa eriocaulis
Pilosocereus aureispinus
Pilosocereus multicostatus
Pilosocereus piauhyensis
Micranthocereus violaciflorus
Micranthocereus albicephalus
Micranthocereus auriazureus
Micranthocereus streckeri
Micranthocereus polyanthus
Siccobaccatus dolichospermaticus
Tacinga braunii
Coleocephalocereus purpureus
Melocactus conoideus
Melocactus deinacanthus
Melocactus azureus
Melocactus ferreophilus
Melocactus pachyacanthus
Melocactus lanssensianus
Melocactus glaucescens
Melocactus paucispinus
Melocactus violaceus
Facheiroa ulei
Facheiroa cephaliomelana
Espostoopsis dybowskii
Arthrocereus melanurus
Arthrocereus rondonianus
Arthrocereus glaziovii
Discocactus zehntneri
Discocactus bahiensis
Discocactus catingicola
Discocactus placentiformis
Discocactus pseudoinsignis
Discocactus horstii
Uebelmannia buiningii
Uebelmannia gummifera
Uebelmannia pectinifera
Rhinella marina
Rhinella marina
Mazama bororo
Mazama bororo
Pseudobatos horkelii
Centronycteris maximiliani
Centronycteris maximiliani
Megalobulimus cardosoi
Sylvilagus brasiliensis
Sylvilagus brasiliensis
Gastrotheca albolineata
Lepus europaeus
Lepus europaeus
Plecturocebus moloch
Plecturocebus moloch
Plecturocebus moloch
Plecturocebus cinerascens
Plecturocebus cinerascens
Plecturocebus cinerascens
Plecturocebus hoffmannsi
Plecturocebus hoffmannsi
Plecturocebus brunneus
Plecturocebus brunneus
Plecturocebus brunneus
Plecturocebus baptista
Plecturocebus baptista
Plecturocebus bernhardi
Plecturocebus bernhardi
Mico acariensis
Mico acariensis
Mico mauesi
Mico mauesi
Callibella humilis
Callibella humilis
Callithrix jacchus
Callithrix jacchus
Callithrix jacchus
Callithrix penicillata
Callithrix penicillata
Callithrix penicillata
Cephalorhynchus commersonii
Mico argentatus
Mico argentatus
Mico humeralifer
Mico humeralifer
Tamarinus inustus
Tamarinus inustus
Tamarinus inustus
Tamarinus labiatus
Tamarinus labiatus
Saguinus midas
Saguinus midas
Saguinus mystax
Saguinus mystax
Cormura brevirostris
Cormura brevirostris
Tonatia saurophila
Tonatia saurophila
Cebuella pygmaea
Cebuella pygmaea
Cebuella pygmaea
Saimiri boliviensis
Saimiri boliviensis
Saimiri sciureus
Saimiri sciureus
Saimiri ustus
Saimiri ustus
Saimiri ustus
Aotus azarae
Aotus nancymaae
Aotus nancymaae
Aotus nancymaae
Aotus nigriceps
Aotus nigriceps
Aotus nigriceps
Aotus trivirgatus
Aotus trivirgatus
Aotus trivirgatus
Aotus vociferans
Aotus vociferans
Aotus vociferans
Alouatta caraya
Alouatta caraya
Alouatta caraya
Ateles chamek
Ateles chamek
Ateles chamek
Plecturocebus donacophilus
Plecturocebus pallescens
Plecturocebus pallescens
Plecturocebus cupreus
Plecturocebus cupreus
Plecturocebus caligatus
Plecturocebus caligatus
Plecturocebus caligatus
Plecturocebus discolor
Plecturocebus stephennashi
Plecturocebus stephennashi
Cheracebus torquatus
Cheracebus torquatus
Cheracebus lugens
Cheracebus lugens
Cheracebus lucifer
Cheracebus lucifer
Cheracebus purinus
Cheracebus purinus
Cheracebus regulus
Cheracebus regulus
Pithecia albicans
Pithecia albicans
Pithecia albicans
Potos flavus
Potos flavus
Nasua nasua
Nasua nasua
Procyon cancrivorus
Procyon cancrivorus
Conepatus chinga
Conepatus chinga
Conepatus semistriatus
Conepatus semistriatus
Galictis cuja
Galictis vittata
Galictis vittata
Eira barbara
Eira barbara
Neogale frenata
Neogale frenata
Otaria byronia
Otaria byronia
Axis axis
Axis axis
Isothrix sinnamariensis
Phocoena dioptrica
Phocoena dioptrica
Carcharhinus brachyurus
Physeter macrocephalus
Physeter macrocephalus
Sus scrofa
Sus scrofa
Sus scrofa
Pecari tajacu
Pecari tajacu
Pecari tajacu
Tayassu pecari
Tayassu pecari
Heptranchias perlo
Mobula japanica
Odontaspis ferox
Odontaspis ferox
Squalus mitsukurii
Squalus mitsukurii
Zamia amazonum
Zamia boliviana
Zamia poeppigiana
Zamia ulei
Zamia ulei
Zamia lecointei
Zamia lecointei
Odocoileus virginianus
Odocoileus virginianus
Cerdocyon thous
Cerdocyon thous
Podocarpus aracensis
Podocarpus salicifolius
Mico emiliae
Mico emiliae
Mico saterei
Mico saterei
Mico saterei
Leontocebus fuscus
Leontocebus fuscus
Leontocebus fuscus
Saguinus niger
Saguinus niger
Saguinus martinsi
Saguinus martinsi
Sapajus macrocephalus
Sapajus macrocephalus
Sapajus robustus
Sapajus robustus
Sapajus robustus
Neacomys tenuipes
Cetorhinus maximus
Cetorhinus maximus
Chaetomys subspinosus
Chaetomys subspinosus
Prognathodes obliquus
Prognathodes obliquus
Rudgea crassifolia
Chiropotes chiropotes
Chiropotes chiropotes
Chiropotes utahickae
Chiropotes utahickae
Chiropotes utahickae
Tamarinus subgrisescens
Tamarinus subgrisescens
Tamarinus subgrisescens
Alouatta discolor
Alouatta discolor
Alouatta seniculus
Alouatta seniculus
Alouatta seniculus
Pithecia pithecia
Pithecia pithecia
Pithecia chrysocephala
Pithecia chrysocephala
Pithecia vanzolinii
Pithecia vanzolinii
Saimiri sciureus
Saimiri sciureus
Saimiri sciureus
Polyprion americanus
Polyprion americanus
Mustelus fasciatus
Psammobatis bergi
Psammobatis extenta
Schroederichthys saurisqualus
Schroederichthys tenuis
Scyliorhinus besnardi
Scyliorhinus haeckelii
Hypanus guttatus
Potamotrygon schuemacheri
Potamotrygon scobina
Rhinoptera brasiliensis
Sympterygia bonapartii
Urotrygon microphthalmum
Atlantoraja castelnaui
Benthobatis kreffti
Galeus mincaronei
Rhizoprionodon lalandii
Euprotomicroides zantedeschia
Euprotomicroides zantedeschia
Epinephelus morio
Mycteroperca tigris
Mycteroperca venenosa
Sympterygia acuta
Dipturus leptocaudus
Rajella sadowskii
Gurgesiella dorsalifera
Discopyge tschudii
Hypanus marianae
Chelonia mydas
Bothrops alcatraz
Pereskia aculeata
Pereskia grandifolia
Pereskia bahiensis
Pereskia stenantha
Quiabentia zehntneri
Tacinga funalis
Tacinga palmadora
Caiman crocodilus
Brasiliopuntia brasiliensis
Caiman latirostris
Opuntia monacantha
Caiman yacare
Hylocereus setaceus
Paleosuchus palpebrosus
Paleosuchus trigonatus
Epiphyllum phyllanthus
Lepismium houlletianum
Lepismium warmingianum
Lepismium cruciforme
Rhipsalis elliptica
Rhipsalis floccosa
Rhipsalis paradoxa
Chiroderma villosum
Chiroderma villosum
Chiroderma doriae
Chiroderma doriae
Chiroderma trinitatum
Chiroderma trinitatum
Chironectes minimus
Chironectes minimus
Chiropotes albinasus
Chiropotes albinasus
Chiropotes albinasus
Choeroniscus minor
Choeroniscus minor
Choloepus didactylus
Choloepus didactylus
Choloepus didactylus
Choloepus didactylus
Choloepus hoffmanni
Choloepus hoffmanni
Choloepus hoffmanni
Choloepus hoffmanni
Chrotopterus auritus
Chrotopterus auritus
Chrysocyon brachyurus
Chrysocyon brachyurus
Chrysocyon brachyurus
Clyomys laticeps
Clyomys laticeps
Coendou nycthemera
Coendou nycthemera
Brachycephalus vertebralis
Brachycephalus didactylus
Brachycephalus ephippium
Brachycephalus ephippium
Brachycephalus nodoterga
Brachycephalus pernix
Rhinella acutirostris
Rhinella bergi
Atelopus spumarius
Atelopus spumarius
Rhaebo anderssoni
Rhinella arenarum
Rhinella castaneotica
Adhaerobufo ceratophrys
Rhinella cristinae
Rhinella crucifer
Rhinella dapsilis
Rhinella diptycha
Rhinella dorbignyi
Rhinella fernandezae
Rhinella granulosa
Rhinella granulosa
Rhaebo guttatus
Rhaebo guttatus
Rhinella icterica
Rhinella icterica
Rhinella jimi
Rhinella margaritifera
Rhinella margaritifera
Adhaerobufo nasicus
Rhinella ocellata
Rhinella proboscidea
Rhinella pygmaea
Rhinella roqueana
Rhinella rubescens
Rhinella rubescens
Rhinella schneideri
Rhinella scitula
Dendrophryniscus berthalutzae
Amazophrynella bokermanni
Dendrophryniscus brevipollicatus
Dendrophryniscus brevipollicatus
Dendrophryniscus carvalhoi
Dendrophryniscus leucomystax
Amazophrynella minuta
Amazophrynella minuta
Dendrophryniscus stawiarskyi
Frostius pernambucensis
Frostius pernambucensis
Dendrophryniscus proboscideus
Melanophryniscus atroluteus
Melanophryniscus atroluteus
Melanophryniscus cambaraensis
Melanophryniscus devincenzii
Melanophryniscus dorsalis
Melanophryniscus fulvoguttatus
Melanophryniscus klappenbachi
Melanophryniscus macrogranulosus
Melanophryniscus macrogranulosus
Melanophryniscus montevidensis
Melanophryniscus pachyrhynus
Melanophryniscus sanmartini
Melanophryniscus simplex
Melanophryniscus spectabilis
Melanophryniscus spectabilis
Melanophryniscus tumifrons
Oreophrynella macconnelli
Oreophrynella quelchii
Teratohyla midas
Vitreorana ritae
Allobates brunneus
Allobates caeruleodactylus
Hyalinobatrachium crurifasciatum
Hyloxalus faciopunctulatus
Vitreorana eurygnatha
Vitreorana eurygnatha
Allobates fuscellus
Allobates gasconi
Allobates goianus
Hyalinobatrachium nouraguense
Hyalinobatrachium nouraguense
Vitreorana parvula
Hyalinobatrachium taylori
Vitreorana uranoscopa
Vitreorana uranoscopa
Allobates femoralis
Allobates femoralis
Anomaloglossus baeobatrachus
Anomaloglossus beebei
Allobates conspicuus
Allobates crombiei
Anomaloglossus degranvillei
Allobates trilineatus
Allobates marchesianus
Adelphobates castaneoticus
Allobates masniger
Adelphobates galactonotus
Adelphobates galactonotus
Allobates nidicola
Allobates olfersioides
Allobates olfersioides
Allobates olfersioides
Dendrobates leucomelas
Anomaloglossus parimae
Adelphobates quinquevittatus
Allobates peruvianus
Anomaloglossus praderioi
Anomaloglossus roraima
Anomaloglossus stepheni
Allobates sumtuosus
Anomaloglossus tamacuarensis
Allobates vanzolinius
Dendrobates tinctorius
Dendrobates tinctorius
Ranitomeya vanzolinii
Ranitomeya ventrimaculata
Ameerega braccata
Ameerega flavopicta
Ameerega hahneli
Ameerega hahneli
Cruziohyla craspedopus
Ameerega macero
Allobates myersi
Ameerega petersi
Nyctimantis bokermanni
Ameerega picta
Nyctimantis brunoi
Trachycephalus venezolanus
Ameerega pulchripecta
Ameerega trivittata
Aplastodiscus cochranae
Aplastodiscus perviridis
Aplastodiscus perviridis
Corythomantis greeningi
Boana albopunctata
Boana albopunctata
Hyloscirtus albopunctulatus
Aplastodiscus albosignatus
Hypsiboas albovittatus
Bokermannohyla alvarengai
Bokermannohyla alvarengai
Fritziana fissilis
Fritziana fissilis
Dendropsophus anataliasiasi
Dendropsophus anceps
Dendropsophus anceps
Fritziana goeldii
Fritziana ohausi
Dendropsophus araguaya
Aplastodiscus arildae
Aplastodiscus arildae
Gastrotheca fissipes
Gastrotheca microdiscus
Hemiphractus johnsoni
Hemiphractus proboscideus
Hemiphractus scutatus
Dendropsophus acreanus
Aplastodiscus albofrenatus
Boana albomarginata
Boana albomarginata
Bokermannohyla astartea
Boana cymbalum
Boana atlantica
Dendropsophus decipiens
Dendropsophus decipiens
Dendropsophus delarivai
Dendropsophus baileyi
Boana ericae
Boana exastis
Dendropsophus berthalutzae
Dendropsophus bifurcus
Boana faber
Boana faber
Boana lundii
Dendropsophus bipunctatus
Dendropsophus bipunctatus
Boana fasciata
Boana bischoffi
Boana bischoffi
Aplastodiscus flumineus
Boana boans
Boana boans
Boana geographica
Boana geographica
Dendropsophus bokermanni
Dendropsophus giesleri
Dendropsophus branneri
Dendropsophus brevifrons
Dendropsophus brevifrons
Boana goiana
Boana buriti
Bokermannohyla gouveai
Dendropsophus cachimbo
Boana caingua
Boana calcarata
Boana calcarata
Boana cinerascens
Boana cinerascens
Aplastodiscus callipygius
Aplastodiscus callipygius
Boana guentheri
Dendropsophus haddadi
Bokermannohyla carvalhoi
Aplastodiscus cavicola
Dendropsophus cerradensis
Boana cipoensis
Bokermannohyla circumdata
Bokermannohyla circumdata
Boana claresignata
Boana clepsydra
Boana crepitans
Boana crepitans
Dendropsophus cruzi
Boana dentei
Dendropsophus dutrai
Aplastodiscus ehrhardti
Dendropsophus elegans
Dendropsophus elegans
Dendropsophus elianeae
Dendropsophus meridianus
Dendropsophus haraldschultzi
Boana microderma
Dendropsophus microcephalus
Dendropsophus microps
Dendropsophus microps
Boana hobbsi
Aplastodiscus musicus
Boana hutchinsi
Boana hutchinsi
Bokermannohyla hylax
Bokermannohyla hylax
Dendropsophus nahdereri
Dendropsophus nanus
Aplastodiscus ibirapitanga
Bokermannohyla nanuzae
Bokermannohyla nanuzae
Bokermannohyla ibitiguara
Dendropsophus novaisi
Bokermannohyla ibitipoca
Hyla imitator
Dendropsophus oliveirai
